lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-175.5,-20.5,1/1/2008,12:00,2008,1,1,184.5,-175.5,-20.5,18,0.19,10.556,0,0,0,0,0,0,0,0,0.1,5.556,0.29,16.111,1/1/2008
-175.5,-18.5,1/1/2008,12:00,2008,1,1,184.5,-175.5,-18.5,38,0.5,13.158,0.23,6.053,0,0,0,0,0,0,0.166,4.368,0.896,23.579,1/1/2008
-176.5,-20.5,1/2/2008,12:00,2008,1,2,183.5,-176.5,-20.5,18,0.16,8.889,0.03,1.667,0,0,0,0,0,0,0.05,2.778,0.24,13.333,1/2/2008
-175.5,-18.5,1/2/2008,12:00,2008,1,2,184.5,-175.5,-18.5,38,0.66,17.368,0.2,5.263,0,0,0,0,0,0,0.128,3.368,0.988,26,1/2/2008
-176.5,-20.5,1/3/2008,12:00,2008,1,3,183.5,-176.5,-20.5,18,0.2,11.111,0.015,0.833,0,0,0,0,0,0,0.1,5.556,0.315,17.5,1/3/2008
-175.5,-19.5,1/3/2008,12:00,2008,1,3,184.5,-175.5,-19.5,15,0.12,8,0,0,0,0,0,0,0,0,0.05,3.333,0.17,11.333,1/3/2008
-175.5,-18.5,1/3/2008,12:00,2008,1,3,184.5,-175.5,-18.5,21,0.38,18.095,0.336,16,0,0,0,0,0,0,0.11,5.238,0.826,39.333,1/3/2008
-176.5,-20.5,1/4/2008,12:00,2008,1,4,183.5,-176.5,-20.5,18,0.15,8.333,0,0,0,0,0,0,0,0,0.035,1.944,0.185,10.278,1/4/2008
-176.5,-19.5,1/4/2008,12:00,2008,1,4,183.5,-176.5,-19.5,15,0.05,3.333,0.07,4.667,0,0,0,0,0,0,0.12,8,0.24,16,1/4/2008
-175.5,-18.5,1/4/2008,12:00,2008,1,4,184.5,-175.5,-18.5,21,0.228,10.857,0.156,7.429,0,0,0,0,0,0,0.128,6.095,0.512,24.381,1/4/2008
-176.5,-20.5,1/5/2008,12:00,2008,1,5,183.5,-176.5,-20.5,33,0.36,10.909,0.032,0.97,0,0,0,0,0,0,0.12,3.636,0.512,15.515,1/5/2008
-175.5,-18.5,1/5/2008,12:00,2008,1,5,184.5,-175.5,-18.5,21,0.218,10.381,0.33,15.714,0,0,0,0,0,0,0.126,6,0.674,32.095,1/5/2008
-173.5,-20.5,1/5/2008,12:00,2008,1,5,186.5,-173.5,-20.5,23,0.045,1.957,0,0,0,0,0,0,0,0,0.195,8.478,0.24,10.435,1/5/2008
-176.5,-20.5,1/6/2008,12:00,2008,1,6,183.5,-176.5,-20.5,18,0.18,10,0.013,0.722,0,0,0,0,0,0,0.08,4.444,0.273,15.167,1/6/2008
-175.5,-20.5,1/6/2008,12:00,2008,1,6,184.5,-175.5,-20.5,15,0.16,10.667,0.03,2,0,0,0,0,0,0,0.08,5.333,0.27,18,1/6/2008
-175.5,-18.5,1/6/2008,12:00,2008,1,6,184.5,-175.5,-18.5,21,0.52,24.762,0.09,4.286,0,0,0,0,0,0,0.102,4.857,0.712,33.905,1/6/2008
-174.5,-20.5,1/6/2008,12:00,2008,1,6,185.5,-174.5,-20.5,23,0.06,2.609,0.045,1.957,0,0,0,0,0,0,0.12,5.217,0.225,9.783,1/6/2008
-176.5,-20.5,1/7/2008,12:00,2008,1,7,183.5,-176.5,-20.5,18,0.17,9.444,0,0,0,0,0,0,0,0,0.05,2.778,0.22,12.222,1/7/2008
-175.5,-18.5,1/7/2008,12:00,2008,1,7,184.5,-175.5,-18.5,21,0.152,7.238,0.09,4.286,0,0,0,0,0,0,0.128,6.095,0.37,17.619,1/7/2008
