lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-176.5,-20.5,1/1/2004,12:00,2004,1,1,183.5,-176.5,-20.5,19,0.09,4.737,0,0,0,0,0,0,0,0,0.09,4.737,0.18,9.474,1/1/2004
-174.5,-18.5,1/1/2004,12:00,2004,1,1,185.5,-174.5,-18.5,19,0.13,6.842,0,0,0,0,0,0,0,0,0.1,5.263,0.23,12.105,1/1/2004
-174.5,-17.5,1/1/2004,12:00,2004,1,1,185.5,-174.5,-17.5,19,0.05,2.632,0,0,0,0,0,0,0,0,0.1,5.263,0.15,7.895,1/1/2004
-175.5,-18.5,1/2/2004,12:00,2004,1,2,184.5,-175.5,-18.5,38,0.23,6.053,0.02,0.526,0,0,0,0,0,0,0.36,9.474,0.61,16.053,1/2/2004
-175.5,-18.5,1/3/2004,12:00,2004,1,3,184.5,-175.5,-18.5,38,0.43,11.316,0.03,0.789,0,0,0,0,0,0,0.8,21.053,1.26,33.158,1/3/2004
-175.5,-24.5,1/9/2004,12:00,2004,1,9,184.5,-175.5,-24.5,14,0.015,1.071,0,0,0,0,0,0,0,0,0,0,0.015,1.071,1/9/2004
-175.5,-20.5,1/9/2004,12:00,2004,1,9,184.5,-175.5,-20.5,20,0.12,6,0.09,4.5,0,0,0,0,0,0,0.045,2.25,0.255,12.75,1/9/2004
-175.5,-20.5,1/10/2004,12:00,2004,1,10,184.5,-175.5,-20.5,41,0.105,2.561,0.095,2.317,0,0,0,0,0,0,0.185,4.512,0.385,9.39,1/10/2004
-175.5,-20.5,1/11/2004,12:00,2004,1,11,184.5,-175.5,-20.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/11/2004
-175.5,-19.5,1/11/2004,12:00,2004,1,11,184.5,-175.5,-19.5,20,0.15,7.5,0.115,5.75,0,0,0,0,0,0,0.09,4.5,0.355,17.75,1/11/2004
-175.5,-20.5,1/12/2004,12:00,2004,1,12,184.5,-175.5,-20.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/12/2004
-175.5,-19.5,1/12/2004,12:00,2004,1,12,184.5,-175.5,-19.5,20,0.15,7.5,0.05,2.5,0,0,0,0,0,0,0.05,2.5,0.25,12.5,1/12/2004
-175.5,-20.5,1/13/2004,12:00,2004,1,13,184.5,-175.5,-20.5,22,0,0,0.11,5,0,0,0,0,0,0,0,0,0.11,5,1/13/2004
-175.5,-19.5,1/13/2004,12:00,2004,1,13,184.5,-175.5,-19.5,20,0.075,3.75,0.11,5.5,0,0,0,0,0,0,0.06,3,0.245,12.25,1/13/2004
-175.5,-20.5,1/14/2004,12:00,2004,1,14,184.5,-175.5,-20.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/14/2004
-175.5,-19.5,1/14/2004,12:00,2004,1,14,184.5,-175.5,-19.5,11,0.015,1.364,0,0,0,0,0,0,0,0,0.22,20,0.235,21.364,1/14/2004
-176.5,-20.5,1/15/2004,12:00,2004,1,15,183.5,-176.5,-20.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/15/2004
-175.5,-25.5,1/15/2004,12:00,2004,1,15,184.5,-175.5,-25.5,13.5,0.03,2.222,0.09,6.667,0,0,0,0,0,0,0.01,0.741,0.13,9.63,1/15/2004
-176.5,-20.5,1/16/2004,12:00,2004,1,16,183.5,-176.5,-20.5,38,0,0,0.035,0.921,0,0,0,0,0,0,0.018,0.474,0.053,1.395,1/16/2004
-175.5,-24.5,1/16/2004,12:00,2004,1,16,184.5,-175.5,-24.5,14,0,0,0.06,4.286,0,0,0,0,0,0,0,0,0.06,4.286,1/16/2004
-176.5,-20.5,1/17/2004,12:00,2004,1,17,183.5,-176.5,-20.5,62,0.015,0.242,0,0,0,0,0,0,0,0,0,0,0.015,0.242,1/17/2004
-175.5,-24.5,1/17/2004,12:00,2004,1,17,184.5,-175.5,-24.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/17/2004
-176.5,-20.5,1/18/2004,12:00,2004,1,18,183.5,-176.5,-20.5,61,0.015,0.246,0,0,0,0,0,0,0,0,0,0,0.015,0.246,1/18/2004
-176.5,-20.5,1/19/2004,12:00,2004,1,19,183.5,-176.5,-20.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/19/2004
-176.5,-19.5,1/19/2004,12:00,2004,1,19,183.5,-176.5,-19.5,20,0.015,0.75,0,0,0,0,0,0,0,0,0,0,0.015,0.75,1/19/2004
-175.5,-20.5,1/19/2004,12:00,2004,1,19,184.5,-175.5,-20.5,18,0.018,1,0,0,0,0,0,0,0,0,0,0,0.018,1,1/19/2004
-176.5,-20.5,1/20/2004,12:00,2004,1,20,183.5,-176.5,-20.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/2004
-176.5,-19.5,1/20/2004,12:00,2004,1,20,183.5,-176.5,-19.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/2004
-176.5,-20.5,1/21/2004,12:00,2004,1,21,183.5,-176.5,-20.5,20,0.045,2.25,0,0,0,0,0,0,0,0,0,0,0.045,2.25,1/21/2004
-176.5,-19.5,1/21/2004,12:00,2004,1,21,183.5,-176.5,-19.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/21/2004
-176.5,-20.5,1/22/2004,12:00,2004,1,22,183.5,-176.5,-20.5,30,0,0,0,0,0,0,0,0,0,0,0.02,0.667,0.02,0.667,1/22/2004
-176.5,-20.5,1/23/2004,12:00,2004,1,23,183.5,-176.5,-20.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/23/2004
-176.5,-20.5,1/24/2004,12:00,2004,1,24,183.5,-176.5,-20.5,40,0,0,0,0,0,0,0,0,0,0,0.07,1.75,0.07,1.75,1/24/2004
-175.5,-20.5,1/24/2004,12:00,2004,1,24,184.5,-175.5,-20.5,20,0.03,1.5,0.03,1.5,0,0,0,0,0,0,0.48,24,0.54,27,1/24/2004
-176.5,-20.5,1/25/2004,12:00,2004,1,25,183.5,-176.5,-20.5,40,0.015,0.375,0,0,0,0,0,0,0,0,0,0,0.015,0.375,1/25/2004
-175.5,-20.5,1/25/2004,12:00,2004,1,25,184.5,-175.5,-20.5,20,0.015,0.75,0.05,2.5,0,0,0,0,0,0,0.73,36.5,0.795,39.75,1/25/2004
-175.5,-19.5,1/25/2004,12:00,2004,1,25,184.5,-175.5,-19.5,21,0.06,2.857,0,0,0,0,0,0,0,0,0.22,10.476,0.28,13.333,1/25/2004
-175.5,-18.5,1/25/2004,12:00,2004,1,25,184.5,-175.5,-18.5,21,0.05,2.381,0,0,0,0,0,0,0,0,0.2,9.524,0.25,11.905,1/25/2004
-175.5,-20.5,1/26/2004,12:00,2004,1,26,184.5,-175.5,-20.5,19,0.03,1.579,0.03,1.579,0,0,0,0,0,0,0.28,14.737,0.34,17.895,1/26/2004
-175.5,-19.5,1/26/2004,12:00,2004,1,26,184.5,-175.5,-19.5,21,0.16,7.619,0,0,0,0,0,0,0,0,0.14,6.667,0.3,14.286,1/26/2004
-174.5,-17.5,1/26/2004,12:00,2004,1,26,185.5,-174.5,-17.5,21,0.15,7.143,0,0,0,0,0,0,0,0,0.12,5.714,0.27,12.857,1/26/2004
-175.5,-20.5,1/27/2004,12:00,2004,1,27,184.5,-175.5,-20.5,20,0.015,0.75,0,0,0,0,0,0,0,0,0.45,22.5,0.465,23.25,1/27/2004
-175.5,-19.5,1/27/2004,12:00,2004,1,27,184.5,-175.5,-19.5,21,0.13,6.19,0,0,0,0,0,0,0,0,0.2,9.524,0.33,15.714,1/27/2004
-174.5,-17.5,1/27/2004,12:00,2004,1,27,185.5,-174.5,-17.5,21,0.07,3.333,0,0,0,0,0,0,0,0,0.1,4.762,0.17,8.095,1/27/2004
-172.5,-16.5,1/27/2004,12:00,2004,1,27,187.5,-172.5,-16.5,22,0.03,1.364,0,0,0,0,0,0,0,0,0.13,5.909,0.16,7.273,1/27/2004
-175.5,-20.5,1/28/2004,12:00,2004,1,28,184.5,-175.5,-20.5,20,0.06,3,0,0,0,0,0,0,0,0,0.405,20.25,0.465,23.25,1/28/2004
-175.5,-19.5,1/28/2004,12:00,2004,1,28,184.5,-175.5,-19.5,44,0.34,7.727,0.32,7.273,0,0,0,0,0,0,0.12,2.727,0.78,17.727,1/28/2004
-175.5,-18.5,1/28/2004,12:00,2004,1,28,184.5,-175.5,-18.5,21,0.11,5.238,0,0,0,0,0,0,0,0,0.19,9.048,0.3,14.286,1/28/2004
-175.5,-16.5,1/28/2004,12:00,2004,1,28,184.5,-175.5,-16.5,21,0.16,7.619,0,0,0,0,0,0,0,0,0.12,5.714,0.28,13.333,1/28/2004
-174.5,-16.5,1/28/2004,12:00,2004,1,28,185.5,-174.5,-16.5,22,0.13,5.909,0.03,1.364,0,0,0,0,0,0,0.06,2.727,0.22,10,1/28/2004
-175.5,-23.5,1/29/2004,12:00,2004,1,29,184.5,-175.5,-23.5,14,0.045,3.214,0,0,0,0,0,0,0,0,0,0,0.045,3.214,1/29/2004
-175.5,-19.5,1/29/2004,12:00,2004,1,29,184.5,-175.5,-19.5,21,0,0,0.02,0.952,0,0,0,0,0,0,0.05,2.381,0.07,3.333,1/29/2004
-175.5,-18.5,1/29/2004,12:00,2004,1,29,184.5,-175.5,-18.5,44,0.34,7.727,0.19,4.318,0,0,0,0,0,0,0.29,6.591,0.82,18.636,1/29/2004
-175.5,-16.5,1/29/2004,12:00,2004,1,29,184.5,-175.5,-16.5,43,0.23,5.349,0.02,0.465,0,0,0,0,0,0,0.18,4.186,0.43,10,1/29/2004
-174.5,-17.5,1/29/2004,12:00,2004,1,29,185.5,-174.5,-17.5,21,0.06,2.857,0,0,0,0,0,0,0,0,0.03,1.429,0.09,4.286,1/29/2004
-175.5,-24.5,1/30/2004,12:00,2004,1,30,184.5,-175.5,-24.5,14,0,0,0.03,2.143,0,0,0,0,0,0,0,0,0.03,2.143,1/30/2004
-175.5,-18.5,1/30/2004,12:00,2004,1,30,184.5,-175.5,-18.5,43,0.37,8.605,0.13,3.023,0,0,0,0,0,0,0.07,1.628,0.57,13.256,1/30/2004
-175.5,-17.5,1/30/2004,12:00,2004,1,30,184.5,-175.5,-17.5,64,0.1,1.563,0.03,0.469,0,0,0,0,0,0,0.14,2.188,0.27,4.219,1/30/2004
-175.5,-24.5,1/31/2004,12:00,2004,1,31,184.5,-175.5,-24.5,12,0,0,0.03,2.5,0,0,0,0,0,0,0,0,0.03,2.5,1/31/2004
-175.5,-18.5,1/31/2004,12:00,2004,1,31,184.5,-175.5,-18.5,22,0.14,6.364,0.06,2.727,0,0,0,0,0,0,0.06,2.727,0.26,11.818,1/31/2004
-175.5,-17.5,1/31/2004,12:00,2004,1,31,184.5,-175.5,-17.5,43,0.26,6.047,0.12,2.791,0,0,0,0,0,0,0.19,4.419,0.57,13.256,1/31/2004
-174.5,-18.5,1/31/2004,12:00,2004,1,31,185.5,-174.5,-18.5,21,0,0,0,0,0,0,0,0,0,0,0.03,1.429,0.03,1.429,1/31/2004
-174.5,-16.5,1/31/2004,12:00,2004,1,31,185.5,-174.5,-16.5,21,0.12,5.714,0,0,0,0,0,0,0,0,0.07,3.333,0.19,9.048,1/31/2004
-175.5,-17.5,2/1/2004,12:00,2004,2,1,184.5,-175.5,-17.5,22,0.12,5.455,0.05,2.273,0,0,0,0,0,0,0.1,4.545,0.27,12.273,2/1/2004
