lond,latd,date,time,yy,mm,day,#_of_hks,ALB_MT,ALB_CPUE,BET_MT,BET_CPUE,SKJ_MT,SKJ_CPUE,YFT_MT,YFT_CPUE,TOT_MT,TOT_CPUE,image_ID,SST,Chl-a,DEPTH,MLD,WIND_VEL,CURRENT_VVEL,CURRENT_UVEL,SALT,SSH
-176.5,-15.5,5/27/2002,12:00,2002,5,27,18.2,0.401,22.033,0.025,1.374,0,0,0.1,5.495,0.526,28.901,SST.1440x720.20020527.hdf,27.75,0.03429544,435.75,45.73436,5.77E-08,0.01921243,0,34.82079,-3.71
-175.5,-20.5,5/27/2002,12:00,2002,5,27,25,0.4,16,0.285,11.4,0,0,0.12,4.8,0.805,32.2,SST.1440x720.20020527.hdf,25.65,0.1089394,328.75,57.36008,3.95E-08,0.06903836,0,34.9329,0.18
-174.5,-18.5,5/27/2002,12:00,2002,5,27,19.5,0.09,4.615,0,0,0,0,0.03,1.538,0.12,6.154,SST.1440x720.20020527.hdf,26.55,0.09855693,185.75,56.63994,8.37E-09,0.000341637,0,35.10286,-2.71
-173.5,-21.5,5/27/2002,12:00,2002,5,27,23,0.32,13.913,0.04,1.739,0,0,0.02,0.87,0.38,16.522,SST.1440x720.20020527.hdf,26.1,0.04112885,1714.75,65.14004,4.27E-08,0.0161169,0,35.0665,2.39
-173.5,-20.5,5/27/2002,12:00,2002,5,27,22,0.26,11.818,0.03,1.364,0,0,0.02,0.909,0.31,14.091,SST.1440x720.20020527.hdf,26.1,0.04638105,794.75,61.043,4.73E-08,0.04220207,0,35.15311,-4.01
-176.5,-16.5,5/28/2002,12:00,2002,5,28,22,0.46,20.909,0,0,0,0,0.025,1.136,0.485,22.045,SST.1440x720.20020528.hdf,27.6,0.05453236,452.5,48.04945,2.69E-09,0.06511004,0,34.95323,-5.41
-175.5,-21.5,5/28/2002,12:00,2002,5,28,24,0.18,7.5,0.2,8.333,0,0,0.08,3.333,0.46,19.167,SST.1440x720.20020528.hdf,25.35,0.09661596,12.75,60.81281,3.62E-08,-0.004276299,0,35.06376,4.51
-175.5,-18.5,5/28/2002,12:00,2002,5,28,23.5,0.24,10.213,0,0,0,0,0.06,2.553,0.3,12.766,SST.1440x720.20020528.hdf,26.4,0.1035038,498.25,61.69797,4.16E-08,0.02826244,0,35.08987,-2.52
-174.5,-15.5,5/28/2002,12:00,2002,5,28,3.2,0.302,94.375,0,0,0,0,0.08,25,0.382,119.375,SST.1440x720.20020528.hdf,28.8,0.02276921,334.25,46.30042,4.96E-08,0.09834603,0,34.76157,-3.23
-173.5,-21.5,5/28/2002,12:00,2002,5,28,22,0.2,9.091,0.02,0.909,0,0,0,0,0.22,10,SST.1440x720.20020528.hdf,25.65,0.04112885,1714.75,65.32747,4.27E-08,0.04220207,0,35.0665,2.39
-173.5,-20.5,5/28/2002,12:00,2002,5,28,42,0.62,14.762,0.085,2.024,0,0,0.29,6.905,0.995,23.69,SST.1440x720.20020528.hdf,25.2,0.04638105,794.75,62.00888,4.73E-08,0.06511004,0,35.15311,-4.01
-176.5,-17.5,5/29/2002,12:00,2002,5,29,18.2,0.166,9.121,0,0,0,0,0,0,0.166,9.121,SST.1440x720.20020529.hdf,26.7,0.09692736,332,50.0043,3.10E-08,0.007692736,0.002375076,34.9852,-4.04
-175.5,-20.5,5/29/2002,12:00,2002,5,29,24,0.28,11.667,0.19,7.917,0,0,0.24,10,0.71,29.583,SST.1440x720.20020529.hdf,24.9,0.1366607,328.75,58.64777,1.71E-08,0.02826244,0.05491586,34.9329,0.18
-175.5,-19.5,5/29/2002,12:00,2002,5,29,23,0.3,13.043,0,0,0,0,0,0,0.3,13.043,SST.1440x720.20020529.hdf,25.65,0.1134922,383,58.1741,3.43E-08,0.04220207,0,34.98841,-2.16
-175.5,-15.5,5/29/2002,12:00,2002,5,29,20,0.36,18,0,0,0,0,0.025,1.25,0.385,19.25,SST.1440x720.20020529.hdf,28.8,0.03942199,60.5,44.39393,3.82E-08,0.01661594,0,34.75602,-5.16
-174.5,-21.5,5/29/2002,12:00,2002,5,29,43,0.7,16.279,0.11,2.558,0,0,0.06,1.395,0.87,20.233,SST.1440x720.20020529.hdf,25.35,0.04444429,581,58.21521,3.76E-08,0.033673024,0.003791862,35.05257,3.2
-174.5,-15.5,5/29/2002,12:00,2002,5,29,3.2,0.302,94.375,0,0,0,0,0.08,25,0.382,119.375,SST.1440x720.20020529.hdf,28.95,0.02276921,334.25,46.21061,4.96E-08,0.02826244,0,34.76157,-3.23
-173.5,-21.5,5/29/2002,12:00,2002,5,29,22,0.38,17.273,0.02,0.909,0,0,0,0,0.4,18.182,SST.1440x720.20020529.hdf,25.2,0.04750778,1714.75,65.27576,3.32E-08,0.0066012,0.007701299,35.0665,2.39
-175.5,-20.5,5/30/2002,12:00,2002,5,30,24,0.18,7.5,0.215,8.958,0,0,0,0,0.395,16.458,SST.1440x720.20020530.hdf,24.9,0.1366607,328.75,59.04424,1.71E-08,0.033460581,0,34.9329,0.18
-175.5,-19.5,5/30/2002,12:00,2002,5,30,23.3,0.32,13.734,0.12,5.15,0,0,0.08,3.433,0.52,22.318,SST.1440x720.20020530.hdf,25.8,0.1134922,383,57.70787,3.43E-08,0.09834603,0,34.98841,-2.16
-175.5,-18.5,5/30/2002,12:00,2002,5,30,18,0.195,10.833,0,0,0,0,0.068,3.778,0.263,14.611,SST.1440x720.20020530.hdf,26.55,0.1035038,498.25,60.15102,7.69E-09,0.02926659,0,35.08987,-2.52
-174.5,-21.5,5/30/2002,12:00,2002,5,30,40,0.82,20.5,0.215,5.375,0,0,0.1,2.5,1.135,28.375,SST.1440x720.20020530.hdf,24.9,0.04444429,581,59.49527,3.76E-08,0.08932882,0,35.05257,3.2
-175.5,-20.5,5/31/2002,12:00,2002,5,31,68,1.226,18.029,0.21,3.088,0,0,0,0,1.436,21.118,SST.1440x720.20020531.hdf,25.5,0.1366607,328.75,59.22701,1.71E-08,0.033673024,0,34.9329,0.86
-175.5,-17.5,5/31/2002,12:00,2002,5,31,14,0.19,13.571,0,0,0,0,0.167,11.929,0.357,25.5,SST.1440x720.20020531.hdf,27.15,0.062406755,331.75,48.48478,3.10E-08,0.042365174,0,34.97016,-4.24
-174.5,-22.5,5/31/2002,12:00,2002,5,31,31,0.53,17.097,0,0,0,0,0.02,0.645,0.55,17.742,SST.1440x720.20020531.hdf,25.05,0.1021112,874,64.18021,3.02E-08,0.0066012,0,35.07204,11.51
-174.5,-21.5,5/31/2002,12:00,2002,5,31,20,0.44,22,0.02,1,0,0,0.55,27.5,1.01,50.5,SST.1440x720.20020531.hdf,25.35,0.04444429,581,60.20165,3.76E-08,0.1703208,0,35.05257,0.85
-174.5,-17.5,5/31/2002,12:00,2002,5,31,24,0.22,9.167,0,0,0,0,0.25,10.417,0.47,19.583,SST.1440x720.20020531.hdf,27.45,0.04459855,405.5,48.17798,3.22E-08,0.08932882,0,34.96638,-3.19
-173.5,-22.5,5/31/2002,12:00,2002,5,31,10,0.17,17,0,0,0,0,0.06,6,0.23,23,SST.1440x720.20020531.hdf,24.75,0.047267949,1368.5,63.71493,3.83E-08,0.033673024,0,35.06641,3.8
-173.5,-21.5,5/31/2002,12:00,2002,5,31,18,0.255,14.167,0.075,4.167,0,0,0,0,0.33,18.333,SST.1440x720.20020531.hdf,25.35,0.04750778,1714.75,65.84776,3.32E-08,0.042365174,0,35.0665,5.07
-173.5,-20.5,5/31/2002,12:00,2002,5,31,10,0.045,4.5,0,0,0,0,0,0,0.045,4.5,SST.1440x720.20020531.hdf,25.35,0.06321562,794.75,63.74591,2.43E-08,0.0264946,0,35.15311,-2.29
-175.5,-20.5,6/1/2002,12:00,2002,6,1,66,1.148,17.394,0.24,3.636,0,0,0.455,6.894,1.843,27.924,SST.1440x720.20020601.hdf,25.5,0.1366607,328.75,59.21622,2.68E-08,0.08932882,0.06950068,35.112,0.86
-174.5,-22.5,6/1/2002,12:00,2002,6,1,69,0.75,10.87,0.147,2.13,0,0,0,0,0.897,13,SST.1440x720.20020601.hdf,25.2,0.1021112,874,63.63221,4.04E-08,0.1542778,0.1591277,35.17334,11.51
-174.5,-21.5,6/1/2002,12:00,2002,6,1,35.5,0.965,27.183,0.22,6.197,0,0,0.64,18.028,1.825,51.408,SST.1440x720.20020601.hdf,25.35,0.04444429,581,60.26368,4.82E-08,0.033673024,0.001303196,35.19826,0.85
-174.5,-17.5,6/1/2002,12:00,2002,6,1,26,0.3,11.538,0,0,0,0,0.12,4.615,0.42,16.154,SST.1440x720.20020601.hdf,27.45,0.04459855,405.5,48.3356,3.22E-08,0.042365174,0.06533323,35.00071,-3.19
-173.5,-21.5,6/1/2002,12:00,2002,6,1,17,0.06,3.529,0.02,1.176,0,0,0,0,0.08,4.706,SST.1440x720.20020601.hdf,25.35,0.04750778,1714.75,65.88522,3.59E-08,0.0264946,0.0118567,35.20107,5.07
-175.5,-20.5,6/2/2002,12:00,2002,6,2,6.7,0.048,7.164,0,0,0,0,0.16,23.881,0.208,31.045,SST.1440x720.20020602.hdf,25.5,0.1366607,328.75,60.24877,2.68E-08,0.06890695,0,35.112,0.86
-174.5,-22.5,6/2/2002,12:00,2002,6,2,17.5,0.105,6,0.085,4.857,0,0,0,0,0.19,10.857,SST.1440x720.20020602.hdf,25.05,0.1021112,874,64.56581,4.04E-08,0.03436517,0,35.17334,11.51
-174.5,-21.5,6/2/2002,12:00,2002,6,2,20,0.375,18.75,0.1,5,0,0,0.04,2,0.515,25.75,SST.1440x720.20020602.hdf,25.65,0.04444429,581,60.82813,4.82E-08,0.04876037,0,35.19826,0.85
-173.5,-22.5,6/2/2002,12:00,2002,6,2,44,0.56,12.727,0.095,2.159,0.005,0.114,0.08,1.818,0.74,16.818,SST.1440x720.20020602.hdf,24.6,0.047267949,1368.5,64.46207,5.05E-08,0.1407654,0,35.16966,3.8
-175.5,-20.5,6/3/2002,12:00,2002,6,3,45,1.12,24.889,0.14,3.111,0,0,0.245,5.444,1.505,33.444,SST.1440x720.20020603.hdf,25.5,0.1366607,328.75,61.19943,2.68E-08,0.033673024,0.06950068,35.112,0.86
-174.5,-23.5,6/3/2002,12:00,2002,6,3,36,0.545,15.139,0.021,0.583,0,0,0,0,0.566,15.722,SST.1440x720.20020603.hdf,24.15,0.02963142,2318,67.34334,3.89E-08,0.042365174,0,35.15332,5.45
-174.5,-22.5,6/3/2002,12:00,2002,6,3,23,0.56,24.348,0.06,2.609,0,0,0.12,5.217,0.74,32.174,SST.1440x720.20020603.hdf,24.9,0.1021112,874,63.07938,4.04E-08,0.1045743,0.1591277,35.17334,11.51
-174.5,-21.5,6/3/2002,12:00,2002,6,3,19,0.27,14.211,0.21,11.053,0.015,0.789,0.325,17.105,0.82,43.158,SST.1440x720.20020603.hdf,25.65,0.0375597,581,62.4109,4.82E-08,0.06890695,0.001303196,35.19826,0.85
-173.5,-22.5,6/3/2002,12:00,2002,6,3,33,0.435,13.182,0,0,0,0,0.03,0.909,0.465,14.091,SST.1440x720.20020603.hdf,24.45,0.0433033,1368.5,65.61108,5.05E-08,0.06225774,0.09346516,35.16966,3.8
-176.5,-20.5,6/4/2002,12:00,2002,6,4,21,0.86,40.952,0.16,7.619,0,0,0.06,2.857,1.08,51.429,SST.1440x720.20020604.hdf,26.25,0.08647121,444,56.58475,7.61E-08,0.03436517,0,35.0507,2.35
-175.5,-20.5,6/4/2002,12:00,2002,6,4,21,0.28,13.333,0.15,7.143,0,0,0.055,2.619,0.485,23.095,SST.1440x720.20020604.hdf,25.65,0.1366607,328.75,62.43277,6.35E-08,0.04876037,0,35.112,0.86
-175.5,-19.5,6/4/2002,12:00,2002,6,4,21,0.208,9.905,0.135,6.429,0.021,1,0.02,0.952,0.384,18.286,SST.1440x720.20020604.hdf,25.95,0.0973177,383,59.03141,7.14E-08,0.1407654,0,35.13353,-2.06
-174.5,-23.5,6/4/2002,12:00,2002,6,4,17,0.35,20.588,0,0,0,0,0,0,0.35,20.588,SST.1440x720.20020604.hdf,24.15,0.03393396,2318,68.45208,5.84E-08,0.033673024,0,35.15332,5.45
-174.5,-22.5,6/4/2002,12:00,2002,6,4,53,1.08,20.377,0.14,2.642,0.005,0.094,0.14,2.642,1.365,25.755,SST.1440x720.20020604.hdf,24.9,0.1179993,874,61.79809,6.40E-08,0.042365174,0,35.17334,11.51
-174.5,-21.5,6/4/2002,12:00,2002,6,4,19.5,0.375,19.231,0.04,2.051,0.01,0.513,0.06,3.077,0.485,24.872,SST.1440x720.20020604.hdf,25.65,0.0375597,581,64.00095,7.09E-08,0.006959576,0,35.19826,0.85
-177.5,-24.5,6/5/2002,12:00,2002,6,5,29,0.57,19.655,0,0,0,0,0.22,7.586,0.79,27.241,SST.1440x720.20020605.hdf,23.85,0.04624541,143.5,74.05642,6.42E-08,0.00011042,0,35.12913,5.9
-176.5,-20.5,6/5/2002,12:00,2002,6,5,20,0.48,24,0.04,2,0,0,0.02,1,0.54,27,SST.1440x720.20020605.hdf,26.25,0.08647121,444,57.50257,7.61E-08,0.1235748,0,35.0507,1.69
-175.5,-23.5,6/5/2002,12:00,2002,6,5,23,0.7,30.435,0.18,7.826,0,0,0.02,0.87,0.9,39.13,SST.1440x720.20020605.hdf,24.3,0.03974253,197.75,76.09435,6.03E-08,0.08857045,0,35.14488,10.23
-175.5,-20.5,6/5/2002,12:00,2002,6,5,24,0.6,25,0.1,4.167,0,0,0.05,2.083,0.75,31.25,SST.1440x720.20020605.hdf,25.65,0.1366607,328.75,64.57,6.35E-08,0.03436517,0,35.112,1.24
-175.5,-19.5,6/5/2002,12:00,2002,6,5,20.4,0.16,7.843,0.07,3.431,0,0,0.05,2.451,0.28,13.725,SST.1440x720.20020605.hdf,26.1,0.0973177,383,59.68058,7.14E-08,0.04876037,0,35.13353,-1.46
-174.5,-23.5,6/5/2002,12:00,2002,6,5,20,0.7,35,0,0,0,0,0.05,2.5,0.75,37.5,SST.1440x720.20020605.hdf,24.6,0.03872594,2318,69.26925,5.84E-08,0.1407654,0,35.15332,5.14
-174.5,-22.5,6/5/2002,12:00,2002,6,5,15,0.15,10,0,0,0,0,0,0,0.15,10,SST.1440x720.20020605.hdf,25.35,0.1179993,874,61.52166,6.40E-08,0.033673024,0,35.17334,8.15
-174.5,-21.5,6/5/2002,12:00,2002,6,5,16.5,0.29,17.576,0.265,16.061,0,0,0.05,3.03,0.605,36.667,SST.1440x720.20020605.hdf,25.65,0.0375597,581,65.67136,7.09E-08,0.000753611,0,35.19826,0.5
-173.5,-22.5,6/5/2002,12:00,2002,6,5,20,0.39,19.5,0.05,2.5,0,0,0,0,0.44,22,SST.1440x720.20020605.hdf,24.9,0.0433033,1368.5,69.32442,6.48E-08,0.030741168,0,35.16966,3.82
-177.5,-22.5,6/6/2002,12:00,2002,6,6,18,0.35,19.444,0,0,0,0,0,0,0.35,19.444,SST.1440x720.20020606.hdf,24.15,0.049914723,482.5,71.46113,6.85E-08,0.1078703,0,35.20176,-3.02
-176.5,-19.5,6/6/2002,12:00,2002,6,6,24,0.26,10.833,0,0,0,0,0.08,3.333,0.34,14.167,SST.1440x720.20020606.hdf,25.65,0.08376026,312,60.25452,8.58E-08,0.033673024,0,35.0555,1.48
-175.5,-22.5,6/6/2002,12:00,2002,6,6,23,0.22,9.565,0.17,7.391,0,0,0.08,3.478,0.47,20.435,SST.1440x720.20020606.hdf,25.35,0.2022943,5.25,72.03999,5.58E-08,0.042365174,0,35.14922,16.88
-175.5,-20.5,6/6/2002,12:00,2002,6,6,20,0.48,24,0.075,3.75,0,0,0.08,4,0.635,31.75,SST.1440x720.20020606.hdf,25.35,0.1366607,328.75,65.07726,6.35E-08,0.000753611,0,35.112,1.24
-175.5,-19.5,6/6/2002,12:00,2002,6,6,21.9,0.064,2.922,0.14,6.393,0,0,0.105,4.795,0.309,14.11,SST.1440x720.20020606.hdf,25.95,0.0973177,383,60.07026,7.14E-08,0.030741168,0,35.13353,-1.46
-174.5,-23.5,6/6/2002,12:00,2002,6,6,59,0.9,15.254,0.065,1.102,0,0,0.05,0.847,1.015,17.203,SST.1440x720.20020606.hdf,24.45,0.03872594,2318,70.07104,5.84E-08,0.1078703,0,35.15332,5.14
-174.5,-22.5,6/6/2002,12:00,2002,6,6,62.5,0.846,13.536,0.1,1.6,0.009,0.144,0.07,1.12,1.025,16.4,SST.1440x720.20020606.hdf,25.05,0.1179993,874,61.54665,6.40E-08,0.033673024,0,35.17334,8.15
-176.5,-23.5,6/7/2002,12:00,2002,6,7,41,0.45,10.976,0,0,0,0,0.04,0.976,0.49,11.951,SST.1440x720.20020607.hdf,23.85,0.01710357,378.5,82.76043,6.96E-08,0.04175011,0,35.17776,1.39
-175.5,-19.5,6/7/2002,12:00,2002,6,7,46.2,0.464,10.043,0.18,3.896,0.096,2.078,0.12,2.597,0.86,18.615,SST.1440x720.20020607.hdf,25.95,0.0973177,383,61.9785,8.15E-08,0.1033328,0,35.13353,-1.46
-174.5,-23.5,6/7/2002,12:00,2002,6,7,80,1.02,12.75,0.235,2.938,0.037,0.463,0.035,0.438,1.327,16.588,SST.1440x720.20020607.hdf,24.3,0.03872594,2318,70.82504,6.25E-08,0.000753611,0,35.15332,5.14
-174.5,-22.5,6/7/2002,12:00,2002,6,7,42,1.22,29.048,0.325,7.738,0,0,0.255,6.071,1.8,42.857,SST.1440x720.20020607.hdf,24.9,0.1179993,874,62.13072,7.93E-08,0.1078703,0,35.17334,8.15
-174.5,-21.5,6/7/2002,12:00,2002,6,7,19.5,0.272,13.949,0,0,0,0,0,0,0.272,13.949,SST.1440x720.20020607.hdf,25.35,0.05667663,581,68.22665,8.48E-08,0.042365174,0,35.19826,0.5
-176.5,-23.5,6/8/2002,12:00,2002,6,8,40,0.37,9.25,0,0,0.02,0.5,0.02,0.5,0.41,10.25,SST.1440x720.20020608.hdf,23.85,0.03702429,378.5,83.40578,6.96E-08,0.09910159,0.085991251,35.17776,1.39
-175.5,-19.5,6/8/2002,12:00,2002,6,8,18.6,0.208,11.183,0.025,1.344,0,0,0.13,6.989,0.363,19.516,SST.1440x720.20020608.hdf,25.8,0.0973177,383,63.16948,8.15E-08,0.07266231,0,35.13353,-1.46
-174.5,-23.5,6/8/2002,12:00,2002,6,8,74,1.17,15.811,0.17,2.297,0,0,0.06,0.811,1.4,18.919,SST.1440x720.20020608.hdf,24,0.03872594,2318,71.87565,6.25E-08,0.07726444,0,35.15332,5.14
-174.5,-22.5,6/8/2002,12:00,2002,6,8,20,0.48,24,0.07,3.5,0,0,0.04,2,0.59,29.5,SST.1440x720.20020608.hdf,24.75,0.1179993,874,62.82478,7.93E-08,0.014793185,0.117152,35.17334,8.15
-173.5,-21.5,6/8/2002,12:00,2002,6,8,23,0.8,34.783,0.38,16.522,0,0,0,0,1.18,51.304,SST.1440x720.20020608.hdf,25.5,0.053208135,1714.75,73.16341,6.89E-08,0.042365174,0,35.20107,6.92
-173.5,-20.5,6/8/2002,12:00,2002,6,8,21,1.02,48.571,0.165,7.857,0,0,0.125,5.952,1.31,62.381,SST.1440x720.20020608.hdf,25.2,0.04500344,794.75,74.38824,7.22E-08,0.0668392,0.01555432,35.22947,-1.2
-176.5,-23.5,6/9/2002,12:00,2002,6,9,38,0.7,18.421,0.13,3.421,0,0,0.1,2.632,0.93,24.474,SST.1440x720.20020609.hdf,23.85,0.03702429,378.5,84.63876,6.96E-08,0.017821597,0,35.17776,1.39
-174.5,-23.5,6/9/2002,12:00,2002,6,9,57,0.83,14.561,0.22,3.86,0.014,0.246,0.18,3.158,1.244,21.825,SST.1440x720.20020609.hdf,24,0.04402861,2318,73.19827,6.25E-08,0.065722211,0,35.15332,5.14
-174.5,-21.5,6/9/2002,12:00,2002,6,9,19,0.32,16.842,0.03,1.579,0,0,0,0,0.35,18.421,SST.1440x720.20020609.hdf,24.9,0.05667663,581,71.23837,8.48E-08,0.02281522,0,35.19826,0.5
-176.5,-22.5,6/10/2002,12:00,2002,6,10,54,0.83,15.37,0,0,0,0,0,0,0.83,15.37,SST.1440x720.20020610.hdf,24.75,0.04735033,359.75,82.3709,4.34E-08,0.07266231,0,35.17149,8.23
-176.5,-20.5,6/10/2002,12:00,2002,6,10,69,1.76,25.507,0.58,8.406,0,0,0.375,5.435,2.715,39.348,SST.1440x720.20020610.hdf,25.65,0.065629591,444,63.84522,5.40E-08,0.023493984,0.04529396,35.0507,2.03
-174.5,-23.5,6/10/2002,12:00,2002,6,10,39,0.46,11.795,0,0,0,0,0.192,4.923,0.652,16.718,SST.1440x720.20020610.hdf,23.85,0.04402861,2318,74.28684,3.71E-08,0.0767434,0,35.15332,5.68
-174.5,-22.5,6/10/2002,12:00,2002,6,10,41,1.284,31.317,0.21,5.122,0,0,0.18,4.39,1.674,40.829,SST.1440x720.20020610.hdf,24.6,0.1122674,874,66.07905,6.44E-08,0.07726444,0.09609535,35.17334,3.46
-174.5,-21.5,6/10/2002,12:00,2002,6,10,19,0.36,18.947,0.05,2.632,0,0,0.3,15.789,0.71,37.368,SST.1440x720.20020610.hdf,24.9,0.05842917,581,71.89044,6.55E-08,0.014793185,0,35.19826,1.86
-173.5,-20.5,6/10/2002,12:00,2002,6,10,21.6,0.16,7.407,0.06,2.778,0.027,1.25,0.206,9.537,0.453,20.972,SST.1440x720.20020610.hdf,25.05,0.04500344,794.75,76.50097,5.11E-08,0.021374355,0.056771582,35.22947,-0.45
-177.5,-22.5,6/11/2002,12:00,2002,6,11,18,0.5,27.778,0,0,0,0,0,0,0.5,27.778,SST.1440x720.20020611.hdf,23.85,0.049914723,482.5,77.15804,4.64E-08,0.017821597,0,35.20176,-2.38
-176.5,-23.5,6/11/2002,12:00,2002,6,11,18,0.2,11.111,0,0,0,0,0,0,0.2,11.111,SST.1440x720.20020611.hdf,23.7,0.03702429,378.5,85.85187,4.28E-08,0.02281522,0,35.17776,5.66
-176.5,-21.5,6/11/2002,12:00,2002,6,11,21,0.56,26.667,0.235,11.19,0,0,0.02,0.952,0.815,38.81,SST.1440x720.20020611.hdf,25.2,0.06186904,405.75,74.98078,4.14E-08,0.07266231,0,35.19874,5.64
-176.5,-20.5,6/11/2002,12:00,2002,6,11,22,0.42,19.091,0,0,0,0,0.08,3.636,0.5,22.727,SST.1440x720.20020611.hdf,25.65,0.065629591,444,65.30401,5.40E-08,0.029952902,0,35.0507,2.03
-175.5,-20.5,6/11/2002,12:00,2002,6,11,21,0.28,13.333,0.165,7.857,0,0,0.11,5.238,0.555,26.429,SST.1440x720.20020611.hdf,25.2,0.125321479,328.75,68.94229,4.68E-08,0.07726444,0,35.112,2.25
-174.5,-24.5,6/11/2002,12:00,2002,6,11,19,0.3,15.789,0,0,0,0,0.15,7.895,0.45,23.684,SST.1440x720.20020611.hdf,23.55,0.04786852,1296,77.634,3.26E-08,0.014793185,0,35.24496,15.6
-174.5,-23.5,6/11/2002,12:00,2002,6,11,20,0.2,10,0,0,0,0,0,0,0.2,10,SST.1440x720.20020611.hdf,23.85,0.04402861,2318,74.99348,3.71E-08,0.006055989,0,35.15332,5.68
-174.5,-22.5,6/11/2002,12:00,2002,6,11,40,0.74,18.5,0.19,4.75,0,0,0.07,1.75,1,25,SST.1440x720.20020611.hdf,24.15,0.1122674,874,67.01291,6.44E-08,0.021374355,0,35.17334,3.46
-172.5,-20.5,6/11/2002,12:00,2002,6,11,21.3,0.368,17.277,0,0,0,0,0,0,0.368,17.277,SST.1440x720.20020611.hdf,25.05,0.08392911,1346.25,73.02499,4.88E-08,0.005924506,0,35.23386,-3.65
-177.5,-22.5,6/12/2002,12:00,2002,6,12,40,0.38,9.5,0,0,0.023,0.575,0,0,0.403,10.075,SST.1440x720.20020612.hdf,23.7,0.05330852,482.5,77.35316,4.64E-08,0.01403556,0,35.20176,-2.38
-176.5,-21.5,6/12/2002,12:00,2002,6,12,22,0.78,35.455,0.2,9.091,0,0,0.27,12.273,1.25,56.818,SST.1440x720.20020612.hdf,24.9,0.06186904,405.75,76.3232,4.14E-08,0.01684696,0,35.19874,5.64
-176.5,-20.5,6/12/2002,12:00,2002,6,12,21,0.41,19.524,0.25,11.905,0,0,0.125,5.952,0.785,37.381,SST.1440x720.20020612.hdf,25.2,0.06650494,444,65.85956,5.40E-08,0.06915574,0.04529396,35.0507,2.03
-175.5,-24.5,6/12/2002,12:00,2002,6,12,19,0.3,15.789,0,0,0,0,0.043,2.263,0.343,18.053,SST.1440x720.20020612.hdf,23.55,0.04761942,822.75,74.97696,3.77E-08,0.014793185,0.1679968,35.15117,9.13
-174.5,-23.5,6/12/2002,12:00,2002,6,12,18,0.3,16.667,0,0,0,0,0,0,0.3,16.667,SST.1440x720.20020612.hdf,23.85,0.04402861,2318,75.86263,3.71E-08,0.042365174,0,35.15332,5.68
-174.5,-22.5,6/12/2002,12:00,2002,6,12,21,0.8,38.095,0.1,4.762,0,0,0.12,5.714,1.02,48.571,SST.1440x720.20020612.hdf,24,0.1122674,874,68.46081,6.44E-08,0.030143394,0.09609535,35.17334,3.46
-173.5,-21.5,6/12/2002,12:00,2002,6,12,20,0.2,10,0,0,0,0,0,0,0.2,10,SST.1440x720.20020612.hdf,24.6,0.04798277,1714.75,76.49498,5.42E-08,0.005620126,0,35.20107,7.36
-172.5,-20.5,6/12/2002,12:00,2002,6,12,21.3,0.416,19.531,0,0,0.042,1.972,0.02,0.939,0.478,22.441,SST.1440x720.20020612.hdf,24.6,0.048781884,1346.25,73.89001,4.88E-08,0.059849503,0.01995941,35.23386,-3.65
-171.5,-15.5,6/12/2002,12:00,2002,6,12,18,0.889,49.389,0,0,0.05,2.778,0,0,0.939,52.167,SST.1440x720.20020612.hdf,28.35,0.3857595,959.5,55.61727,4.01E-08,0.1137419,0,34.95974,2.99
-177.5,-23.5,6/13/2002,12:00,2002,6,13,20,0.16,8,0,0,0,0,0,0,0.16,8,SST.1440x720.20020613.hdf,24.15,0.04706137,403.75,79.73769,2.18E-08,0.01684696,0.1502024,35.12103,-1.19
-177.5,-22.5,6/13/2002,12:00,2002,6,13,20,0.2,10,0,0,0.009,0.45,0,0,0.209,10.45,SST.1440x720.20020613.hdf,24.75,0.05330852,482.5,78.0665,2.98E-08,0.0767952,0,35.20176,-2.38
-176.5,-21.5,6/13/2002,12:00,2002,6,13,43,1.76,40.93,0.125,2.907,0,0,0.24,5.581,2.125,49.419,SST.1440x720.20020613.hdf,25.05,0.05494807,405.75,77.47743,2.41E-08,0.06915574,0,35.19874,5.64
-174.5,-24.5,6/13/2002,12:00,2002,6,13,37,0.53,14.324,0,0,0,0,0.05,1.351,0.58,15.676,SST.1440x720.20020613.hdf,23.55,0.04786852,1296,79.78616,2.60E-08,0.07011648,0.1290737,35.24496,15.6
-174.5,-22.5,6/13/2002,12:00,2002,6,13,21,0.22,10.476,0.065,3.095,0,0,0.12,5.714,0.405,19.286,SST.1440x720.20020613.hdf,24,0.1122674,874,70.40625,4.30E-08,0.030143394,0.1014504,35.17334,3.46
-174.5,-21.5,6/13/2002,12:00,2002,6,13,20,0.36,18,0.07,3.5,0,0,0.02,1,0.45,22.5,SST.1440x720.20020613.hdf,24.6,0.05842917,581,76.91686,3.52E-08,0.021374355,0,35.19826,1.86
-173.5,-22.5,6/13/2002,12:00,2002,6,13,20,0.5,25,0,0,0,0,0.02,1,0.52,26,SST.1440x720.20020613.hdf,24.15,0.06771763,1368.5,79.27854,2.64E-08,0.1137419,0.06239469,35.16966,3.64
-172.5,-19.5,6/13/2002,12:00,2002,6,13,21.6,0.016,0.741,0,0,0,0,0,0,0.016,0.741,SST.1440x720.20020613.hdf,25.2,0.0670196,1544.25,70.53136,6.97E-08,0.01684696,0,35.26851,-2.49
