lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-176.5,-20.5,1/20/2011,12:00,2011,1,20,183.5,-176.5,-20.5,30,0.35,11.667,0.02,0.667,0,0,0,0,0,0,0.3,10,0.67,22.333,1/20/2011
-175.5,-19.5,1/21/2011,12:00,2011,1,21,184.5,-175.5,-19.5,15.5,0.15,9.677,0.05,3.226,0,0,0,0,0,0,0.07,4.516,0.27,17.419,1/21/2011
-175.5,-19.5,1/22/2011,12:00,2011,1,22,184.5,-175.5,-19.5,15.4,0.18,11.688,0.01,0.649,0,0,0,0,0,0,0.265,17.208,0.455,29.545,1/22/2011
-174.5,-21.5,1/27/2011,12:00,2011,1,27,185.5,-174.5,-21.5,15,0.09,6,0,0,0,0,0,0,0,0,1.89,126,1.98,132,1/27/2011
-175.5,-21.5,1/28/2011,12:00,2011,1,28,184.5,-175.5,-21.5,15.4,0.07,4.545,0,0,0,0,0,0,0,0,0.04,2.597,0.11,7.143,1/28/2011
-175.5,-20.5,1/29/2011,12:00,2011,1,29,184.5,-175.5,-20.5,32.5,0.02,0.615,0.015,0.462,0,0,0,0,0,0,0.415,12.769,0.45,13.846,1/29/2011
-174.5,-20.5,1/29/2011,12:00,2011,1,29,185.5,-174.5,-20.5,15,0.06,4,0,0,0,0,0,0,0,0,1.7,113.333,1.76,117.333,1/29/2011
-176.5,-20.5,1/30/2011,12:00,2011,1,30,183.5,-176.5,-20.5,15.5,0.04,2.581,0.035,2.258,0,0,0,0,0,0,0.34,21.935,0.415,26.774,1/30/2011
-175.5,-21.5,1/30/2011,12:00,2011,1,30,184.5,-175.5,-21.5,17,0.051,3,0,0,0,0,0,0,0,0,0.03,1.765,0.081,4.765,1/30/2011
-174.5,-20.5,1/30/2011,12:00,2011,1,30,185.5,-174.5,-20.5,15,0,0,0,0,0,0,0,0,0,0,1.2,80,1.2,80,1/30/2011
-176.5,-20.5,1/31/2011,12:00,2011,1,31,183.5,-176.5,-20.5,15.4,0.04,2.597,0.02,1.299,0,0,0,0,0,0,0.13,8.442,0.19,12.338,1/31/2011
-175.5,-20.5,1/31/2011,12:00,2011,1,31,184.5,-175.5,-20.5,17,0.085,5,0,0,0,0,0,0,0,0,0.605,35.588,0.69,40.588,1/31/2011
-176.5,-20.5,2/1/2011,12:00,2011,2,1,183.5,-176.5,-20.5,17,0.051,3,0.01,0.588,0,0,0,0,0,0,0.135,7.941,0.196,11.529,2/1/2011
-175.5,-20.5,2/2/2011,12:00,2011,2,2,184.5,-175.5,-20.5,17,0.034,2,0,0,0,0,0,0,0,0,0.128,7.529,0.162,9.529,2/2/2011
-174.5,-21.5,2/2/2011,12:00,2011,2,2,185.5,-174.5,-21.5,30.3,0.07,2.31,0.025,0.825,0,0,0,0,0,0,1.085,35.809,1.18,38.944,2/2/2011
-175.5,-20.5,2/3/2011,12:00,2011,2,3,184.5,-175.5,-20.5,17,0,0,0.02,1.176,0,0,0,0,0,0,0.03,1.765,0.05,2.941,2/3/2011
-174.5,-21.5,2/3/2011,12:00,2011,2,3,185.5,-174.5,-21.5,30,0.06,2,0,0,0,0,0,0,0,0,0.555,18.5,0.615,20.5,2/3/2011
-173.5,-16.5,2/3/2011,12:00,2011,2,3,186.5,-173.5,-16.5,33,0.396,12,0,0,0,0,0,0,0,0,0.275,8.333,0.671,20.333,2/3/2011
-174.5,-21.5,2/4/2011,12:00,2011,2,4,185.5,-174.5,-21.5,15,0,0,0,0,0,0,0,0,0,0,0.48,32,0.48,32,2/4/2011
-174.5,-21.5,2/5/2011,12:00,2011,2,5,185.5,-174.5,-21.5,15,0,0,0,0,0,0,0,0,0,0,0.18,12,0.18,12,2/5/2011
-174.5,-20.5,2/6/2011,12:00,2011,2,6,185.5,-174.5,-20.5,15,0,0,0,0,0,0,0,0,0,0,0.68,45.333,0.68,45.333,2/6/2011
-174.5,-21.5,2/7/2011,12:00,2011,2,7,185.5,-174.5,-21.5,15,0,0,0,0,0,0,0,0,0,0,0.85,56.667,0.85,56.667,2/7/2011
-174.5,-20.5,2/8/2011,12:00,2011,2,8,185.5,-174.5,-20.5,15,0.01,0.667,0.02,1.333,0,0,0,0,0,0,0.125,8.333,0.155,10.333,2/8/2011
-175.5,-20.5,2/9/2011,12:00,2011,2,9,184.5,-175.5,-20.5,17,0,0,0,0,0,0,0,0,0,0,0.13,7.647,0.13,7.647,2/9/2011
-173.5,-19.5,2/9/2011,12:00,2011,2,9,186.5,-173.5,-19.5,15,0.01,0.667,0,0,0,0,0,0,0,0,0.04,2.667,0.05,3.333,2/9/2011
-175.5,-20.5,2/10/2011,12:00,2011,2,10,184.5,-175.5,-20.5,17,0,0,0,0,0,0,0,0,0,0,0.17,10,0.17,10,2/10/2011
-174.5,-20.5,2/10/2011,12:00,2011,2,10,185.5,-174.5,-20.5,14.9,0.01,0.671,0,0,0,0,0,0,0,0,0.135,9.06,0.145,9.732,2/10/2011
-175.5,-19.5,2/11/2011,12:00,2011,2,11,184.5,-175.5,-19.5,17,0,0,0,0,0,0,0,0,0,0,0.21,12.353,0.21,12.353,2/11/2011
-174.5,-19.5,2/11/2011,12:00,2011,2,11,185.5,-174.5,-19.5,15.4,0,0,0.035,2.273,0,0,0,0,0,0,0.08,5.195,0.115,7.468,2/11/2011
-175.5,-20.5,2/12/2011,12:00,2011,2,12,184.5,-175.5,-20.5,17,0.085,5,0,0,0,0,0,0,0,0,0,0,0.085,5,2/12/2011
-175.5,-19.5,2/12/2011,12:00,2011,2,12,184.5,-175.5,-19.5,15.4,0.02,1.299,0.085,5.519,0,0,0,0,0,0,0.15,9.74,0.255,16.558,2/12/2011
-175.5,-20.5,2/13/2011,12:00,2011,2,13,184.5,-175.5,-20.5,17,0.017,1,0,0,0,0,0,0,0,0,0.204,12,0.221,13,2/13/2011
-175.5,-19.5,2/13/2011,12:00,2011,2,13,184.5,-175.5,-19.5,15.6,0.03,1.923,0,0,0,0,0,0,0,0,0.08,5.128,0.11,7.051,2/13/2011
-175.5,-20.5,2/14/2011,12:00,2011,2,14,184.5,-175.5,-20.5,17,0,0,0,0,0,0,0,0,0,0,0.704,41.412,0.704,41.412,2/14/2011
-175.5,-20.5,2/15/2011,12:00,2011,2,15,184.5,-175.5,-20.5,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/15/2011
-174.5,-21.5,2/15/2011,12:00,2011,2,15,185.5,-174.5,-21.5,15,0,0,0.025,1.667,0,0,0,0,0,0,0.28,18.667,0.305,20.333,2/15/2011
-174.5,-21.5,2/16/2011,12:00,2011,2,16,185.5,-174.5,-21.5,15,0.015,1,0.06,4,0,0,0,0,0,0,1,66.667,1.075,71.667,2/16/2011
-174.5,-21.5,2/18/2011,12:00,2011,2,18,185.5,-174.5,-21.5,27.1,0.03,1.107,0.04,1.476,0,0,0,0,0,0,2.275,83.948,2.345,86.531,2/18/2011
-174.5,-21.5,2/19/2011,12:00,2011,2,19,185.5,-174.5,-21.5,28.5,0.015,0.526,0.075,2.632,0,0,0,0,0,0,1.42,49.825,1.51,52.982,2/19/2011
-176.5,-21.5,2/20/2011,12:00,2011,2,20,183.5,-176.5,-21.5,20,0,0,0,0,0,0,0,0,0,0,0.02,1,0.02,1,2/20/2011
-174.5,-21.5,2/20/2011,12:00,2011,2,20,185.5,-174.5,-21.5,26.3,0.045,1.711,0.025,0.951,0,0,0,0,0,0,1.17,44.487,1.24,47.148,2/20/2011
-175.5,-21.5,2/21/2011,12:00,2011,2,21,184.5,-175.5,-21.5,20,0.06,3,0,0,0,0,0,0,0,0,0,0,0.06,3,2/21/2011
-174.5,-21.5,2/21/2011,12:00,2011,2,21,185.5,-174.5,-21.5,15,0.09,6,0.025,1.667,0,0,0,0,0,0,0.5,33.333,0.615,41,2/21/2011
-174.5,-20.5,2/21/2011,12:00,2011,2,21,185.5,-174.5,-20.5,15.4,0.075,4.87,0.045,2.922,0,0,0,0,0,0,0.14,9.091,0.26,16.883,2/21/2011
-174.5,-20.5,2/22/2011,12:00,2011,2,22,185.5,-174.5,-20.5,15.3,0.095,6.209,0,0,0,0,0,0,0,0,0.16,10.458,0.255,16.667,2/22/2011
-174.5,-21.5,2/23/2011,12:00,2011,2,23,185.5,-174.5,-21.5,15.2,0.03,1.974,0,0,0,0,0,0,0,0,0.07,4.605,0.1,6.579,2/23/2011
-174.5,-20.5,2/23/2011,12:00,2011,2,23,185.5,-174.5,-20.5,20,0.045,2.25,0,0,0,0,0,0,0,0,0.02,1,0.065,3.25,2/23/2011
-174.5,-21.5,2/24/2011,12:00,2011,2,24,185.5,-174.5,-21.5,21.8,0.105,4.817,0.025,1.147,0,0,0,0,0,0,1.48,67.89,1.61,73.853,2/24/2011
-174.5,-20.5,2/24/2011,12:00,2011,2,24,185.5,-174.5,-20.5,20,0.03,1.5,0.02,1,0,0,0,0,0,0,0.22,11,0.27,13.5,2/24/2011
-174.5,-20.5,2/25/2011,12:00,2011,2,25,185.5,-174.5,-20.5,34,0.165,4.853,0.03,0.882,0,0,0,0,0,0,1.67,49.118,1.865,54.853,2/25/2011
-174.5,-20.5,2/26/2011,12:00,2011,2,26,185.5,-174.5,-20.5,34,0.03,0.882,0,0,0,0,0,0,0,0,0.5,14.706,0.53,15.588,2/26/2011
-174.5,-20.5,2/27/2011,12:00,2011,2,27,185.5,-174.5,-20.5,14,0.015,1.071,0,0,0,0,0,0,0,0,0.28,20,0.295,21.071,2/27/2011
-174.5,-20.5,2/28/2011,12:00,2011,2,28,185.5,-174.5,-20.5,14,0,0,0.04,2.857,0,0,0,0,0,0,0.4,28.571,0.44,31.429,2/28/2011
-173.5,-21.5,3/5/2011,12:00,2011,3,5,186.5,-173.5,-21.5,20,0.09,4.5,0,0,0,0,0,0,0,0,0.025,1.25,0.115,5.75,3/5/2011
-174.5,-20.5,3/6/2011,12:00,2011,3,6,185.5,-174.5,-20.5,35.2,0.045,1.278,0.02,0.568,0,0,0,0,0,0,0.15,4.261,0.215,6.108,3/6/2011
-173.5,-21.5,3/7/2011,12:00,2011,3,7,186.5,-173.5,-21.5,20,0.015,0.75,0,0,0,0,0,0,0,0,0.08,4,0.095,4.75,3/7/2011
-173.5,-20.5,3/7/2011,12:00,2011,3,7,186.5,-173.5,-20.5,16.4,0.025,1.524,0,0,0,0,0,0,0,0,0,0,0.025,1.524,3/7/2011
-174.5,-21.5,3/8/2011,12:00,2011,3,8,185.5,-174.5,-21.5,16.4,0.05,3.049,0.02,1.22,0,0,0,0,0,0,0.06,3.659,0.13,7.927,3/8/2011
-173.5,-21.5,3/8/2011,12:00,2011,3,8,186.5,-173.5,-21.5,20,0.06,3,0,0,0,0,0,0,0,0,0.13,6.5,0.19,9.5,3/8/2011
-174.5,-22.5,3/9/2011,12:00,2011,3,9,185.5,-174.5,-22.5,16.4,0.225,13.72,0.07,4.268,0,0,0,0,0,0,0.04,2.439,0.335,20.427,3/9/2011
-174.5,-20.5,3/9/2011,12:00,2011,3,9,185.5,-174.5,-20.5,20,0.015,0.75,0.02,1,0,0,0,0,0,0,0.175,8.75,0.21,10.5,3/9/2011
-174.5,-22.5,3/10/2011,12:00,2011,3,10,185.5,-174.5,-22.5,16,0.13,8.125,0.075,4.688,0,0,0,0,0,0,0.025,1.563,0.23,14.375,3/10/2011
-174.5,-20.5,3/10/2011,12:00,2011,3,10,185.5,-174.5,-20.5,20,0,0,0,0,0,0,0,0,0,0,0.125,6.25,0.125,6.25,3/10/2011
-174.5,-21.5,3/11/2011,12:00,2011,3,11,185.5,-174.5,-21.5,14.6,0.04,2.74,0.03,2.055,0,0,0,0,0,0,0.035,2.397,0.105,7.192,3/11/2011
-175.5,-20.5,3/15/2011,12:00,2011,3,15,184.5,-175.5,-20.5,16.4,0.04,2.439,0.015,0.915,0,0,0,0,0,0,0.02,1.22,0.075,4.573,3/15/2011
-175.5,-19.5,3/16/2011,12:00,2011,3,16,184.5,-175.5,-19.5,16.3,0.09,5.521,0.055,3.374,0,0,0,0,0,0,0.255,15.644,0.4,24.54,3/16/2011
-175.5,-19.5,3/17/2011,12:00,2011,3,17,184.5,-175.5,-19.5,14.8,0,0,0,0,0,0,0,0,0,0,0.29,19.595,0.29,19.595,3/17/2011
-172.5,-18.5,3/17/2011,12:00,2011,3,17,187.5,-172.5,-18.5,12,0.015,1.25,0.14,11.667,0,0,0,0,0,0,1.93,160.833,2.085,173.75,3/17/2011
-175.5,-19.5,3/18/2011,12:00,2011,3,18,184.5,-175.5,-19.5,16.3,0.065,3.988,0,0,0,0,0,0,0,0,0.04,2.454,0.105,6.442,3/18/2011
-174.5,-19.5,3/18/2011,12:00,2011,3,18,185.5,-174.5,-19.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/18/2011
-172.5,-18.5,3/18/2011,12:00,2011,3,18,187.5,-172.5,-18.5,13,0.015,1.154,0.24,18.462,0,0,0,0,0,0,0.8,61.538,1.055,81.154,3/18/2011
-175.5,-20.5,3/19/2011,12:00,2011,3,19,184.5,-175.5,-20.5,20,0,0,0.02,1,0,0,0,0,0,0,0.13,6.5,0.15,7.5,3/19/2011
-175.5,-19.5,3/19/2011,12:00,2011,3,19,184.5,-175.5,-19.5,16.3,0.065,3.988,0,0,0,0,0,0,0,0,0.485,29.755,0.55,33.742,3/19/2011
-175.5,-19.5,3/20/2011,12:00,2011,3,20,184.5,-175.5,-19.5,36.3,0.075,2.066,0,0,0,0,0,0,0,0,0.355,9.78,0.43,11.846,3/20/2011
-172.5,-18.5,3/20/2011,12:00,2011,3,20,187.5,-172.5,-18.5,12.7,0.03,2.362,0.12,9.449,0,0,0,0,0,0,1.2,94.488,1.35,106.299,3/20/2011
-175.5,-18.5,3/21/2011,12:00,2011,3,21,184.5,-175.5,-18.5,20,0.06,3,0,0,0,0,0,0,0,0,0.06,3,0.12,6,3/21/2011
-172.5,-18.5,3/21/2011,12:00,2011,3,21,187.5,-172.5,-18.5,12.8,0.015,1.172,0.24,18.75,0,0,0,0,0,0,0.75,58.594,1.005,78.516,3/21/2011
-175.5,-19.5,3/22/2011,12:00,2011,3,22,184.5,-175.5,-19.5,20,0.03,1.5,0,0,0,0,0,0,0,0,0.275,13.75,0.305,15.25,3/22/2011
-175.5,-19.5,3/23/2011,12:00,2011,3,23,184.5,-175.5,-19.5,20,0.03,1.5,0.03,1.5,0,0,0,0,0,0,0.06,3,0.12,6,3/23/2011
-172.5,-18.5,3/23/2011,12:00,2011,3,23,187.5,-172.5,-18.5,12,0,0,0.31,25.833,0,0,0,0,0,0,0.11,9.167,0.42,35,3/23/2011
-172.5,-18.5,3/24/2011,12:00,2011,3,24,187.5,-172.5,-18.5,13,0,0,0.18,13.846,0,0,0,0,0,0,0.52,40,0.7,53.846,3/24/2011
-172.5,-18.5,3/25/2011,12:00,2011,3,25,187.5,-172.5,-18.5,13,0,0,0.205,15.769,0,0,0,0,0,0,0.3,23.077,0.505,38.846,3/25/2011
-172.5,-18.5,3/26/2011,12:00,2011,3,26,187.5,-172.5,-18.5,13,0,0,0.115,8.846,0,0,0,0,0,0,0.2,15.385,0.315,24.231,3/26/2011
-173.5,-22.5,3/29/2011,12:00,2011,3,29,186.5,-173.5,-22.5,17.4,0.01,0.575,0,0,0,0,0,0,0,0,0.07,4.023,0.08,4.598,3/29/2011
-172.5,-22.5,3/30/2011,12:00,2011,3,30,187.5,-172.5,-22.5,17.4,0.02,1.149,0,0,0,0,0,0,0,0,0.1,5.747,0.12,6.897,3/30/2011
-174.5,-22.5,3/31/2011,12:00,2011,3,31,185.5,-174.5,-22.5,16.4,0,0,0,0,0,0,0,0,0,0,0.09,5.488,0.09,5.488,3/31/2011
-174.5,-22.5,4/1/2011,12:00,2011,4,1,185.5,-174.5,-22.5,16.1,0.04,2.484,0.05,3.106,0,0,0,0,0,0,0.17,10.559,0.26,16.149,4/1/2011
-174.5,-22.5,4/2/2011,12:00,2011,4,2,185.5,-174.5,-22.5,16.2,0.01,0.617,0.04,2.469,0,0,0,0,0,0,0.065,4.012,0.115,7.099,4/2/2011
-174.5,-21.5,4/3/2011,12:00,2011,4,3,185.5,-174.5,-21.5,12.6,0,0,0.05,3.968,0,0,0,0,0,0,0.045,3.571,0.095,7.54,4/3/2011
-175.5,-20.5,4/6/2011,12:00,2011,4,6,184.5,-175.5,-20.5,20,0,0,0,0,0,0,0,0,0,0,0.2,10,0.2,10,4/6/2011
-175.5,-21.5,4/7/2011,12:00,2011,4,7,184.5,-175.5,-21.5,20,0.015,0.75,0,0,0,0,0,0,0,0,0.04,2,0.055,2.75,4/7/2011
-176.5,-21.5,4/8/2011,12:00,2011,4,8,183.5,-176.5,-21.5,20,0.03,1.5,0,0,0,0,0,0,0,0,0.08,4,0.11,5.5,4/8/2011
-174.5,-20.5,4/8/2011,12:00,2011,4,8,185.5,-174.5,-20.5,17.4,0,0,0,0,0,0,0,0,0,0,0.045,2.586,0.045,2.586,4/8/2011
-176.5,-20.5,4/9/2011,12:00,2011,4,9,183.5,-176.5,-20.5,20,0.03,1.5,0,0,0,0,0.012,0.6,0,0,0.14,7,0.182,9.1,4/9/2011
-175.5,-20.5,4/10/2011,12:00,2011,4,10,184.5,-175.5,-20.5,20,0.015,0.75,0,0,0,0,0.009,0.45,0,0,0.295,14.75,0.319,15.95,4/10/2011
-175.5,-18.5,4/10/2011,12:00,2011,4,10,184.5,-175.5,-18.5,17.2,0.08,4.651,0,0,0,0,0,0,0,0,0.02,1.163,0.1,5.814,4/10/2011
-175.5,-20.5,4/11/2011,12:00,2011,4,11,184.5,-175.5,-20.5,20,0.03,1.5,0.014,0.7,0,0,0,0,0,0,0.08,4,0.124,6.2,4/11/2011
-175.5,-18.5,4/11/2011,12:00,2011,4,11,184.5,-175.5,-18.5,17.2,0.2,11.628,0.02,1.163,0,0,0,0,0,0,0.27,15.698,0.49,28.488,4/11/2011
-175.5,-19.5,4/12/2011,12:00,2011,4,12,184.5,-175.5,-19.5,17.2,0.1,5.814,0,0,0,0,0,0,0,0,0.315,18.314,0.415,24.128,4/12/2011
-175.5,-19.5,4/13/2011,12:00,2011,4,13,184.5,-175.5,-19.5,17.2,0.045,2.616,0.12,6.977,0,0,0,0,0,0,0.31,18.023,0.475,27.616,4/13/2011
-175.5,-19.5,4/14/2011,12:00,2011,4,14,184.5,-175.5,-19.5,17.2,0.01,0.581,0,0,0,0,0,0,0,0,0.02,1.163,0.03,1.744,4/14/2011
-174.5,-20.5,4/17/2011,12:00,2011,4,17,185.5,-174.5,-20.5,17.2,0.065,3.779,0.02,1.163,0,0,0,0,0,0,0.215,12.5,0.3,17.442,4/17/2011
-174.5,-20.5,4/18/2011,12:00,2011,4,18,185.5,-174.5,-20.5,17,0.04,2.353,0,0,0,0,0,0,0,0,0.26,15.294,0.3,17.647,4/18/2011
-174.5,-20.5,4/19/2011,12:00,2011,4,19,185.5,-174.5,-20.5,16.5,0.015,0.909,0,0,0,0,0,0,0,0,0.055,3.333,0.07,4.242,4/19/2011
-174.5,-21.5,4/20/2011,12:00,2011,4,20,185.5,-174.5,-21.5,36.5,0.08,2.192,0.015,0.411,0,0,0,0,0,0,0.355,9.726,0.45,12.329,4/20/2011
-174.5,-21.5,4/21/2011,12:00,2011,4,21,185.5,-174.5,-21.5,36.3,0.01,0.275,0,0,0,0,0.012,0.331,0,0,0.79,21.763,0.812,22.369,4/21/2011
-174.5,-21.5,4/22/2011,12:00,2011,4,22,185.5,-174.5,-21.5,15.95,0,0,0.03,1.881,0,0,0,0,0,0,0.11,6.897,0.14,8.777,4/22/2011
-174.5,-20.5,4/22/2011,12:00,2011,4,22,185.5,-174.5,-20.5,20,0.03,1.5,0,0,0,0,0,0,0,0,0.2,10,0.23,11.5,4/22/2011
-174.5,-21.5,4/23/2011,12:00,2011,4,23,185.5,-174.5,-21.5,20,0,0,0,0,0,0,0,0,0,0,0.295,14.75,0.295,14.75,4/23/2011
-172.5,-18.5,4/23/2011,12:00,2011,4,23,187.5,-172.5,-18.5,14,0.03,2.143,0.18,12.857,0,0,0.05,3.571,0,0,0.48,34.286,0.74,52.857,4/23/2011
-174.5,-21.5,4/24/2011,12:00,2011,4,24,185.5,-174.5,-21.5,20,0,0,0,0,0,0,0.02,1,0,0,0.1,5,0.12,6,4/24/2011
-172.5,-18.5,4/24/2011,12:00,2011,4,24,187.5,-172.5,-18.5,14,0.12,8.571,0.42,30,0,0,0,0,0,0,0.08,5.714,0.62,44.286,4/24/2011
-174.5,-21.5,4/25/2011,12:00,2011,4,25,185.5,-174.5,-21.5,18,0,0,0.02,1.111,0,0,0.009,0.5,0,0,0.145,8.056,0.174,9.667,4/25/2011
-172.5,-18.5,4/25/2011,12:00,2011,4,25,187.5,-172.5,-18.5,14,0.03,2.143,0.42,30,0,0,0.025,1.786,0,0,0.29,20.714,0.765,54.643,4/25/2011
-172.5,-18.5,4/26/2011,12:00,2011,4,26,187.5,-172.5,-18.5,14,0.045,3.214,0.34,24.286,0,0,0,0,0,0,0.33,23.571,0.715,51.071,4/26/2011
-172.5,-18.5,4/27/2011,12:00,2011,4,27,187.5,-172.5,-18.5,14,0.03,2.143,0.35,25,0,0,0.015,1.071,0,0,0.29,20.714,0.685,48.929,4/27/2011
-174.5,-21.5,4/28/2011,12:00,2011,4,28,185.5,-174.5,-21.5,15.8,0.015,0.949,0,0,0,0,0,0,0,0,0.12,7.595,0.135,8.544,4/28/2011
-172.5,-18.5,4/28/2011,12:00,2011,4,28,187.5,-172.5,-18.5,14,0.03,2.143,0.07,5,0,0,0,0,0,0,0.06,4.286,0.16,11.429,4/28/2011
-174.5,-21.5,4/29/2011,12:00,2011,4,29,185.5,-174.5,-21.5,17.1,0,0,0,0,0,0,0,0,0,0,0.135,7.895,0.135,7.895,4/29/2011
-173.5,-18.5,4/29/2011,12:00,2011,4,29,186.5,-173.5,-18.5,14,0.015,1.071,0,0,0,0,0,0,0,0,0.25,17.857,0.265,18.929,4/29/2011
-174.5,-21.5,4/30/2011,12:00,2011,4,30,185.5,-174.5,-21.5,17.1,0.15,8.772,0.04,2.339,0,0,0,0,0,0,0.1,5.848,0.29,16.959,4/30/2011
-173.5,-19.5,4/30/2011,12:00,2011,4,30,186.5,-173.5,-19.5,14,0.02,1.429,0.05,3.571,0,0,0,0,0,0,0.25,17.857,0.32,22.857,4/30/2011
-174.5,-21.5,5/1/2011,12:00,2011,5,1,185.5,-174.5,-21.5,17.1,0.17,9.942,0.04,2.339,0,0,0,0,0,0,0.145,8.48,0.355,20.76,5/1/2011
-174.5,-20.5,5/1/2011,12:00,2011,5,1,185.5,-174.5,-20.5,14,0.015,1.071,0,0,0,0,0,0,0,0,0.13,9.286,0.145,10.357,5/1/2011
-174.5,-21.5,5/2/2011,12:00,2011,5,2,185.5,-174.5,-21.5,17.1,0.285,16.667,0.155,9.064,0,0,0,0,0,0,0.195,11.404,0.635,37.135,5/2/2011
-174.5,-21.5,5/3/2011,12:00,2011,5,3,185.5,-174.5,-21.5,17,0.2,11.765,0.085,5,0,0,0.015,0.882,0,0,0.15,8.824,0.45,26.471,5/3/2011
