lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-175.5,-18.5,2/3/2014,12:00,2014,2,3,184.5,-175.5,-18.5,32,0.09,2.813,0.03,0.938,0,0,0,0,0,0,0.09,2.813,0.21,6.563,2/3/2014
-174.5,-17.5,2/3/2014,12:00,2014,2,3,185.5,-174.5,-17.5,33,0.032,0.97,0.065,1.97,0,0,0,0,0,0,0,0,0.097,2.939,2/3/2014
-175.5,-20.5,2/4/2014,12:00,2014,2,4,184.5,-175.5,-20.5,16,0,0,0,0,0,0,0,0,0,0,0.35,21.875,0.35,21.875,2/4/2014
-175.5,-18.5,2/4/2014,12:00,2014,2,4,184.5,-175.5,-18.5,25,0.05,2,0,0,0,0,0,0,0,0,0.6,24,0.65,26,2/4/2014
-174.5,-17.5,2/4/2014,12:00,2014,2,4,185.5,-174.5,-17.5,33,0.035,1.061,0,0,0,0,0,0,0,0,0.212,6.424,0.247,7.485,2/4/2014
-175.5,-20.5,2/5/2014,12:00,2014,2,5,184.5,-175.5,-20.5,16,0,0,0,0,0,0,0,0,0,0,0.15,9.375,0.15,9.375,2/5/2014
-174.5,-17.5,2/5/2014,12:00,2014,2,5,185.5,-174.5,-17.5,33,0,0,0.025,0.758,0,0,0,0,0,0,0.186,5.636,0.211,6.394,2/5/2014
-175.5,-19.5,2/7/2014,12:00,2014,2,7,184.5,-175.5,-19.5,33,0.194,5.879,0,0,0,0,0,0,0,0,0.197,5.97,0.391,11.848,2/7/2014
-175.5,-19.5,2/8/2014,12:00,2014,2,8,184.5,-175.5,-19.5,33,0.249,7.545,0,0,0,0,0,0,0,0,0.275,8.333,0.524,15.879,2/8/2014
-174.5,-20.5,2/8/2014,12:00,2014,2,8,185.5,-174.5,-20.5,16,0.015,0.938,0.02,1.25,0,0,0.005,0.313,0,0,0.8,50,0.84,52.5,2/8/2014
-175.5,-19.5,2/9/2014,12:00,2014,2,9,184.5,-175.5,-19.5,33,0.723,21.909,0.076,2.303,0,0,0,0,0,0,0.108,3.273,0.907,27.485,2/9/2014
-174.5,-20.5,2/9/2014,12:00,2014,2,9,185.5,-174.5,-20.5,16,0.015,0.938,0.07,4.375,0,0,0,0,0,0,1.04,65,1.125,70.313,2/9/2014
-175.5,-19.5,2/10/2014,12:00,2014,2,10,184.5,-175.5,-19.5,33,0.456,13.818,0.049,1.485,0,0,0,0,0,0,0.096,2.909,0.601,18.212,2/10/2014
-174.5,-20.5,2/10/2014,12:00,2014,2,10,185.5,-174.5,-20.5,16,0.015,0.938,0,0,0,0,0,0,0,0,0.62,38.75,0.635,39.688,2/10/2014
-175.5,-19.5,2/11/2014,12:00,2014,2,11,184.5,-175.5,-19.5,33,0.951,28.818,0.063,1.909,0,0,0,0,0,0,0.165,5,1.179,35.727,2/11/2014
-174.5,-20.5,2/11/2014,12:00,2014,2,11,185.5,-174.5,-20.5,16,0,0,0.06,3.75,0,0,0.01,0.625,0,0,0.75,46.875,0.82,51.25,2/11/2014
-175.5,-19.5,2/12/2014,12:00,2014,2,12,184.5,-175.5,-19.5,33,1.3,39.394,0.016,0.485,0,0,0,0,0,0,0.26,7.879,1.576,47.758,2/12/2014
-174.5,-20.5,2/12/2014,12:00,2014,2,12,185.5,-174.5,-20.5,16,0,0,0.02,1.25,0,0,0,0,0,0,0.4,25,0.42,26.25,2/12/2014
-176.5,-20.5,2/13/2014,12:00,2014,2,13,183.5,-176.5,-20.5,33,0.532,16.121,0.053,1.606,0,0,0,0,0,0,0.158,4.788,0.743,22.515,2/13/2014
-175.5,-20.5,2/14/2014,12:00,2014,2,14,184.5,-175.5,-20.5,33,0.792,24,0,0,0,0,0,0,0,0,0.082,2.485,0.874,26.485,2/14/2014
-175.5,-20.5,2/15/2014,12:00,2014,2,15,184.5,-175.5,-20.5,33,1,30.303,0,0,0,0,0,0,0,0,0.159,4.818,1.159,35.121,2/15/2014
-175.5,-20.5,2/16/2014,12:00,2014,2,16,184.5,-175.5,-20.5,33,0.675,20.455,0.046,1.394,0,0,0,0,0,0,0.031,0.939,0.752,22.788,2/16/2014
-174.5,-21.5,2/16/2014,12:00,2014,2,16,185.5,-174.5,-21.5,16,0,0,0.05,3.125,0,0,0,0,0,0,0.06,3.75,0.11,6.875,2/16/2014
-175.5,-20.5,2/17/2014,12:00,2014,2,17,184.5,-175.5,-20.5,33,0.403,12.212,0,0,0,0,0,0,0,0,0.235,7.121,0.638,19.333,2/17/2014
-174.5,-20.5,2/17/2014,12:00,2014,2,17,185.5,-174.5,-20.5,16,0,0,0,0,0,0,0,0,0,0,0.5,31.25,0.5,31.25,2/17/2014
-175.5,-20.5,2/18/2014,12:00,2014,2,18,184.5,-175.5,-20.5,33,0.493,14.939,0.025,0.758,0,0,0,0,0,0,0.655,19.848,1.173,35.545,2/18/2014
-174.5,-20.5,2/18/2014,12:00,2014,2,18,185.5,-174.5,-20.5,16,0,0,0,0,0,0,0,0,0,0,0.47,29.375,0.47,29.375,2/18/2014
-175.5,-20.5,2/19/2014,12:00,2014,2,19,184.5,-175.5,-20.5,33,0.551,16.697,0.027,0.818,0,0,0,0,0,0,0.306,9.273,0.884,26.788,2/19/2014
-175.5,-19.5,2/19/2014,12:00,2014,2,19,184.5,-175.5,-19.5,26,0,0,0,0,0,0,0.02,0.769,0,0,0.465,17.885,0.485,18.654,2/19/2014
-174.5,-20.5,2/19/2014,12:00,2014,2,19,185.5,-174.5,-20.5,16,0,0,0.06,3.75,0,0,0,0,0,0,1.4,87.5,1.46,91.25,2/19/2014
-175.5,-19.5,2/20/2014,12:00,2014,2,20,184.5,-175.5,-19.5,26,0,0,0,0,0,0,0.02,0.769,0,0,0.749,28.808,0.769,29.577,2/20/2014
-175.5,-19.5,2/21/2014,12:00,2014,2,21,184.5,-175.5,-19.5,26,0,0,0,0,0,0,0.01,0.385,0,0,1.757,67.577,1.767,67.962,2/21/2014
-174.5,-21.5,2/22/2014,12:00,2014,2,22,185.5,-174.5,-21.5,16,0,0,0,0,0,0,0,0,0,0,1.1,68.75,1.1,68.75,2/22/2014
-175.5,-19.5,2/23/2014,12:00,2014,2,23,184.5,-175.5,-19.5,31,0.208,6.71,0.094,3.032,0,0,0,0,0,0,0.4,12.903,0.702,22.645,2/23/2014
-174.5,-21.5,2/23/2014,12:00,2014,2,23,185.5,-174.5,-21.5,16,0,0,0,0,0,0,0,0,0,0,2.15,134.375,2.15,134.375,2/23/2014
-176.5,-24.5,2/24/2014,12:00,2014,2,24,183.5,-176.5,-24.5,34,0,0,0.243,7.147,0,0,0,0,0,0,0.041,1.206,0.284,8.353,2/24/2014
-175.5,-19.5,2/24/2014,12:00,2014,2,24,184.5,-175.5,-19.5,31,0.234,7.548,0.074,2.387,0,0,0,0,0,0,0.588,18.968,0.896,28.903,2/24/2014
